order_id,order_date,customer_id,product_id,supplier_id,quantity,sales_amount,cost_amount,order_status,profit
O00956,2025-03-31,C0061,P0055,S022,6,82830.05,59193.66,Delivered,23636.39
O00957,2025-02-06,C0138,P0026,S018,4,68180.75,46549.96,Delivered,21630.79
O00958,2025-11-12,C0050,P0006,S015,14,178125.71,142788.38,Delivered,35337.33
O00959,2025-06-25,C0003,P0004,S017,13,70492.22,56782.70,Returned,13709.52
O00960,2025-10-11,C0107,P0029,S014,3,11110.66,9255.72,Returned,1854.94
O00961,2025-03-22,C0113,P0059,S014,7,5753.97,3945.62,Processing,1808.35
O00962,2025-04-24,C0094,P0017,S018,2,35066.61,23567.82,Processing,11498.79
O00963,2025-02-09,C0118,P0043,S020,13,175788.80,119392.52,Delivered,56396.28
O00964,2025-10-28,C0081,P0066,S018,11,169297.32,127756.31,Delivered,41541.01
O00965,2025-08-12,C0109,P0034,S016,14,46655.43,31865.54,Processing,14789.89
O00966,2025-11-14,C0051,P0008,S001,6,29673.64,21770.82,Delivered,7902.82
O00967,2025-12-15,C0147,P0013,S023,13,13930.70,9153.95,Delivered,4776.75
O00968,2025-04-25,C0035,P0008,S011,4,18794.88,14513.88,Processing,4281.00
O00969,2025-07-05,C0046,P0065,S015,6,4337.67,3397.92,Delivered,939.75
O00970,2025-11-19,C0069,P0043,S012,4,54403.98,36736.16,Cancelled,17667.82
O00971,2025-02-25,C0093,P0039,S008,4,7940.80,6119.84,Delivered,1820.96
O00972,2025-02-09,C0064,P0059,S022,15,11467.84,8454.90,Delivered,3012.94
O00973,2025-12-20,C0049,P0044,S020,4,23347.51,16884.08,Delivered,6463.43
O00974,2025-02-09,C0149,P0009,S006,9,37879.68,28339.74,Delivered,9539.94
O00975,2025-12-13,C0074,P0037,S003,7,70878.29,61512.29,Processing,9366.00
O00976,2025-08-25,C0005,P0074,S024,3,26601.62,19375.50,Delivered,7226.12
O00977,2025-10-16,C0100,P0036,S013,3,30752.44,23758.86,Delivered,6993.58
O00978,2025-09-19,C0070,P0028,S013,6,47173.95,31553.40,Delivered,15620.55
O00979,2025-08-04,C0090,P0042,S002,6,15540.43,13118.58,Delivered,2421.85
O00980,2025-05-27,C0004,P0043,S005,4,55667.44,36736.16,Delivered,18931.28
O00981,2025-12-02,C0126,P0042,S017,15,36495.85,32796.45,Returned,3699.40
O00982,2025-06-17,C0039,P0066,S006,15,229956.69,174213.15,Delivered,55743.54
O00983,2025-04-02,C0129,P0055,S002,9,121685.05,88790.49,Processing,32894.56
O00984,2025-12-19,C0024,P0072,S004,4,47456.27,32760.60,Cancelled,14695.67
O00985,2025-02-28,C0057,P0048,S022,9,139596.21,100871.01,Delivered,38725.20
O00986,2025-02-28,C0100,P0022,S011,4,63853.80,46346.00,Delivered,17507.80
O00987,2025-10-31,C0070,P0027,S008,2,1573.35,1177.40,Processing,395.95
O00988,2025-06-18,C0041,P0067,S012,2,14764.62,10278.60,Delivered,4486.02
O00989,2025-09-26,C0060,P0013,S008,5,5423.97,3520.75,Delivered,1903.22
O00990,2025-12-29,C0108,P0045,S011,4,35921.22,31329.24,Delivered,4591.98
O00991,2025-02-14,C0057,P0010,S022,7,8433.98,7496.79,Returned,937.19
O00992,2025-12-11,C0031,P0009,S020,14,62686.07,44084.04,Returned,18602.03
O00994,2025-06-19,C0036,P0027,S008,5,3697.61,2943.50,Delivered,754.11
O00995,2025-12-22,C0108,P0034,S017,6,20877.70,13656.66,Delivered,7221.04
O00996,2025-07-10,C0106,P0001,S020,10,73656.99,47968.30,Delivered,25688.69
O00997,2025-06-04,C0086,P0032,S020,4,56012.38,43964.16,Delivered,12048.22
O00998,2025-07-07,C0135,P0071,S023,13,113080.64,88220.73,Delivered,24859.91
O00999,2025-01-07,C0014,P0067,S016,12,87593.63,61671.60,Returned,25922.03
O01000,2025-05-13,C0120,P0020,S014,2,16596.79,12982.56,Returned,3614.23
O01001,2025-12-12,C0051,P0039,S001,3,6166.84,4589.88,Delivered,1576.96
O00013,2025-08-01,C0039,P0033,S018,,31397.45,26581.23,Delivered,4816.22
O00026,2025-01-01,C0079,P0014,S005,,8857.05,6429.60,Processing,2427.45
